Steps, Matrix_size,temp
1000000,20,2.4
-800,0
-796,0
-792,0
-788,0
-784,0
-780,0
-776,0
-772,0
-768,0
-764,0
-760,0
-756,0
-752,0
-748,1
-744,0
-740,1
-736,0
-732,3
-728,5
-724,9
-720,13
-716,18
-712,24
-708,21
-704,27
-700,37
-696,66
-692,106
-688,114
-684,150
-680,200
-676,249
-672,342
-668,336
-664,475
-660,613
-656,708
-652,893
-648,1056
-644,1231
-640,1482
-636,1806
-632,1993
-628,2401
-624,2791
-620,3233
-616,3645
-612,4089
-608,4764
-604,5207
-600,5718
-596,6478
-592,7134
-588,7828
-584,8550
-580,9437
-576,10341
-572,11204
-568,11907
-564,12750
-560,13770
-556,14646
-552,15469
-548,16673
-544,17719
-540,18213
-536,19407
-532,20459
-528,21407
-524,22347
-520,23058
-516,23780
-512,24153
-508,25339
-504,25673
-500,26759
-496,27047
-492,27273
-488,27486
-484,27523
-480,27778
-476,27710
-472,27178
-468,26825
-464,26274
-460,25152
-456,24532
-452,23191
-448,22359
-444,21079
-440,19985
-436,18432
-432,17201
-428,15878
-424,14454
-420,12973
-416,11829
-412,10456
-408,9280
-404,8188
-400,7219
-396,6014
-392,5209
-388,4335
-384,3752
-380,3102
-376,2498
-372,2074
-368,1700
-364,1307
-360,1027
-356,830
-352,621
-348,454
-344,388
-340,280
-336,207
-332,157
-328,147
-324,80
-320,57
-316,43
-312,28
-308,14
-304,18
-300,12
-296,3
-292,5
-288,3
-284,1
-280,1
-276,2
-272,0
-268,1
-264,0
-260,0
-256,0
-252,0
-248,0
-244,0
-240,0
-236,0
-232,0
-228,0
-224,0
-220,0
-216,0
-212,0
-208,0
-204,0
-200,0
-196,0
-192,0
-188,0
-184,0
-180,0
-176,0
-172,0
-168,0
-164,0
-160,0
-156,0
-152,0
-148,0
-144,0
-140,0
-136,0
-132,0
-128,0
-124,0
-120,0
-116,0
-112,0
-108,0
-104,0
-100,0
-96,0
-92,0
-88,0
-84,0
-80,0
-76,0
-72,0
-68,0
-64,0
-60,0
-56,0
-52,0
-48,0
-44,0
-40,0
-36,0
-32,0
-28,0
-24,0
-20,0
-16,0
-12,0
-8,0
-4,0
0,0
4,0
8,0
12,0
16,0
20,0
24,0
28,0
32,0
36,0
40,0
44,0
48,0
52,0
56,0
60,0
64,0
68,0
72,0
76,0
80,0
84,0
88,0
92,0
96,0
100,0
104,0
108,0
112,0
116,0
120,0
124,0
128,0
132,0
136,0
140,0
144,0
148,0
152,0
156,0
160,0
164,0
168,0
172,0
176,0
180,0
184,0
188,0
192,0
196,0
200,0
204,0
208,0
212,0
216,0
220,0
224,0
228,0
232,0
236,0
240,0
244,0
248,0
252,0
256,0
260,0
264,0
268,0
272,0
276,0
280,0
284,0
288,0
292,0
296,0
300,0
304,0
308,0
312,0
316,0
320,0
324,0
328,0
332,0
336,0
340,0
344,0
348,0
352,0
356,0
360,0
364,0
368,0
372,0
376,0
380,0
384,0
388,0
392,0
396,0
400,0
404,0
408,0
412,0
416,0
420,0
424,0
428,0
432,0
436,0
440,0
444,0
448,0
452,0
456,0
460,0
464,0
468,0
472,0
476,0
480,0
484,0
488,0
492,0
496,0
500,0
504,0
508,0
512,0
516,0
520,0
524,0
528,0
532,0
536,0
540,0
544,0
548,0
552,0
556,0
560,0
564,0
568,0
572,0
576,0
580,0
584,0
588,0
592,0
596,0
600,0
604,0
608,0
612,0
616,0
620,0
624,0
628,0
632,0
636,0
640,0
644,0
648,0
652,0
656,0
660,0
664,0
668,0
672,0
676,0
680,0
684,0
688,0
692,0
696,0
700,0
704,0
708,0
712,0
716,0
720,0
724,0
728,0
732,0
736,0
740,0
744,0
748,0
752,0
756,0
760,0
764,0
768,0
772,0
776,0
780,0
784,0
788,0
792,0
796,0
800,0
