Index,Energy,omega,alpha
1930000,3.77368,1,0.88
1931000,3.77376,1,0.88
1932000,3.77374,1,0.88
1933000,3.77376,1,0.88
1934000,3.7737,1,0.88
1935000,3.77368,1,0.88
1936000,3.77371,1,0.88
1937000,3.77372,1,0.88
1938000,3.77371,1,0.88
1939000,3.77373,1,0.88
1940000,3.7737,1,0.88
1941000,3.77371,1,0.88
1942000,3.77376,1,0.88
1943000,3.77377,1,0.88
1944000,3.77374,1,0.88
1945000,3.77371,1,0.88
1946000,3.77372,1,0.88
1947000,3.77372,1,0.88
1948000,3.77375,1,0.88
1949000,3.77377,1,0.88
1950000,3.77379,1,0.88
1951000,3.77378,1,0.88
1952000,3.77379,1,0.88
1953000,3.7738,1,0.88
1954000,3.77377,1,0.88
1955000,3.77379,1,0.88
1956000,3.77379,1,0.88
1957000,3.77379,1,0.88
1958000,3.77377,1,0.88
1959000,3.77374,1,0.88
1960000,3.77375,1,0.88
1961000,3.77374,1,0.88
1962000,3.77375,1,0.88
1963000,3.77378,1,0.88
1964000,3.77378,1,0.88
1965000,3.77375,1,0.88
1966000,3.77376,1,0.88
1967000,3.77377,1,0.88
1968000,3.77375,1,0.88
1969000,3.77375,1,0.88
1970000,3.77376,1,0.88
1971000,3.77375,1,0.88
1972000,3.77372,1,0.88
1973000,3.77372,1,0.88
1974000,3.77372,1,0.88
1975000,3.77371,1,0.88
1976000,3.77372,1,0.88
1977000,3.77377,1,0.88
1978000,3.77374,1,0.88
1979000,3.77377,1,0.88
1980000,3.77375,1,0.88
1981000,3.77379,1,0.88
1982000,3.7738,1,0.88
1983000,3.77374,1,0.88
1984000,3.77378,1,0.88
1985000,3.77377,1,0.88
1986000,3.77375,1,0.88
1987000,3.77375,1,0.88
1988000,3.77374,1,0.88
1989000,3.77371,1,0.88
1990000,3.77371,1,0.88
1991000,3.77368,1,0.88
1992000,3.77373,1,0.88
1993000,3.77373,1,0.88
1994000,3.77377,1,0.88
1995000,3.77376,1,0.88
1996000,3.77376,1,0.88
1997000,3.77376,1,0.88
1998000,3.77377,1,0.88
1999000,3.77382,1,0.88
2000000,3.77381,1,0.88
2001000,3.77385,1,0.88
2002000,3.77383,1,0.88
2003000,3.77385,1,0.88
2004000,3.77385,1,0.88
2005000,3.77385,1,0.88
2006000,3.77383,1,0.88
2007000,3.77384,1,0.88
2008000,3.77382,1,0.88
2009000,3.77381,1,0.88
2010000,3.77379,1,0.88
2011000,3.77376,1,0.88
2012000,3.77377,1,0.88
2013000,3.77379,1,0.88
2014000,3.77383,1,0.88
2015000,3.77382,1,0.88
2016000,3.77381,1,0.88
2017000,3.77382,1,0.88
2018000,3.77381,1,0.88
2019000,3.7738,1,0.88
2020000,3.77386,1,0.88
2021000,3.77385,1,0.88
2022000,3.7738,1,0.88
2023000,3.77383,1,0.88
2024000,3.77385,1,0.88
2025000,3.77385,1,0.88
2026000,3.77387,1,0.88
2027000,3.77384,1,0.88
2028000,3.77384,1,0.88
2029000,3.77382,1,0.88
2030000,3.77385,1,0.88
2031000,3.77385,1,0.88
2032000,3.77387,1,0.88
2033000,3.77384,1,0.88
2034000,3.77385,1,0.88
2035000,3.77383,1,0.88
2036000,3.77384,1,0.88
2037000,3.77385,1,0.88
2038000,3.77384,1,0.88
2039000,3.77387,1,0.88
2040000,3.77387,1,0.88
2041000,3.77386,1,0.88
2042000,3.77386,1,0.88
2043000,3.77385,1,0.88
2044000,3.77385,1,0.88
2045000,3.77382,1,0.88
2046000,3.77381,1,0.88
2047000,3.77379,1,0.88
2048000,3.77377,1,0.88
2049000,3.77379,1,0.88
2050000,3.77376,1,0.88
2051000,3.77375,1,0.88
2052000,3.77372,1,0.88
2053000,3.77372,1,0.88
2054000,3.77373,1,0.88
2055000,3.77375,1,0.88
2056000,3.77372,1,0.88
2057000,3.77377,1,0.88
2058000,3.77377,1,0.88
2059000,3.77376,1,0.88
2060000,3.77377,1,0.88
2061000,3.77375,1,0.88
2062000,3.77372,1,0.88
2063000,3.77369,1,0.88
2064000,3.77368,1,0.88
2065000,3.77367,1,0.88
2066000,3.77366,1,0.88
2067000,3.77366,1,0.88
2068000,3.77365,1,0.88
2069000,3.77369,1,0.88
2070000,3.77369,1,0.88
2071000,3.7737,1,0.88
2072000,3.77369,1,0.88
2073000,3.77371,1,0.88
2074000,3.77371,1,0.88
2075000,3.77373,1,0.88
2076000,3.77371,1,0.88
2077000,3.77373,1,0.88
2078000,3.77372,1,0.88
2079000,3.77371,1,0.88
2080000,3.77368,1,0.88
2081000,3.77369,1,0.88
2082000,3.7737,1,0.88
2083000,3.7737,1,0.88
2084000,3.77373,1,0.88
2085000,3.77372,1,0.88
2086000,3.77371,1,0.88
2087000,3.77368,1,0.88
2088000,3.77368,1,0.88
2089000,3.77371,1,0.88
2090000,3.7737,1,0.88
2091000,3.77371,1,0.88
2092000,3.77372,1,0.88
2093000,3.77373,1,0.88
2094000,3.77375,1,0.88
2095000,3.77376,1,0.88
2096000,3.77375,1,0.88
2097000,3.77376,1,0.88
2098000,3.77377,1,0.88
2099000,3.77378,1,0.88
2100000,3.77375,1,0.88
2101000,3.77379,1,0.88
2102000,3.77379,1,0.88
2103000,3.7738,1,0.88
2104000,3.77379,1,0.88
2105000,3.77377,1,0.88
2106000,3.77377,1,0.88
2107000,3.77376,1,0.88
2108000,3.77376,1,0.88
2109000,3.77377,1,0.88
2110000,3.77376,1,0.88
2111000,3.77378,1,0.88
2112000,3.77377,1,0.88
2113000,3.77378,1,0.88
2114000,3.7738,1,0.88
2115000,3.7738,1,0.88
2116000,3.77379,1,0.88
2117000,3.77379,1,0.88
2118000,3.77382,1,0.88
2119000,3.77387,1,0.88
2120000,3.77388,1,0.88
2121000,3.77389,1,0.88
2122000,3.77389,1,0.88
2123000,3.7739,1,0.88
2124000,3.7739,1,0.88
2125000,3.7739,1,0.88
2126000,3.77392,1,0.88
2127000,3.7739,1,0.88
2128000,3.7739,1,0.88
2129000,3.77393,1,0.88
2130000,3.77392,1,0.88
2131000,3.77395,1,0.88
2132000,3.77394,1,0.88
2133000,3.77394,1,0.88
2134000,3.77389,1,0.88
2135000,3.77387,1,0.88
2136000,3.77387,1,0.88
2137000,3.77388,1,0.88
2138000,3.77387,1,0.88
2139000,3.77387,1,0.88
2140000,3.77385,1,0.88
2141000,3.77385,1,0.88
2142000,3.77385,1,0.88
2143000,3.77385,1,0.88
2144000,3.77386,1,0.88
2145000,3.77385,1,0.88
2146000,3.77385,1,0.88
2147000,3.77384,1,0.88
2148000,3.77383,1,0.88
2149000,3.77382,1,0.88
2150000,3.77383,1,0.88
2151000,3.77385,1,0.88
2152000,3.77386,1,0.88
2153000,3.77386,1,0.88
2154000,3.77383,1,0.88
2155000,3.77385,1,0.88
2156000,3.77385,1,0.88
2157000,3.77383,1,0.88
2158000,3.77384,1,0.88
2159000,3.77382,1,0.88
2160000,3.77381,1,0.88
2161000,3.77382,1,0.88
2162000,3.77381,1,0.88
2163000,3.77381,1,0.88
2164000,3.77379,1,0.88
2165000,3.77378,1,0.88
2166000,3.77375,1,0.88
2167000,3.77373,1,0.88
2168000,3.77373,1,0.88
2169000,3.77374,1,0.88
2170000,3.77374,1,0.88
2171000,3.77373,1,0.88
2172000,3.77372,1,0.88
2173000,3.77373,1,0.88
2174000,3.77372,1,0.88
2175000,3.77369,1,0.88
2176000,3.77372,1,0.88
2177000,3.77372,1,0.88
2178000,3.77377,1,0.88
2179000,3.7738,1,0.88
2180000,3.7738,1,0.88
2181000,3.77378,1,0.88
2182000,3.77384,1,0.88
2183000,3.77388,1,0.88
2184000,3.77387,1,0.88
2185000,3.77386,1,0.88
2186000,3.77387,1,0.88
2187000,3.77387,1,0.88
2188000,3.77387,1,0.88
2189000,3.77387,1,0.88
2190000,3.77386,1,0.88
2191000,3.77384,1,0.88
2192000,3.77383,1,0.88
2193000,3.77382,1,0.88
2194000,3.77384,1,0.88
2195000,3.77386,1,0.88
2196000,3.77383,1,0.88
2197000,3.77384,1,0.88
2198000,3.77386,1,0.88
2199000,3.77384,1,0.88
2200000,3.77383,1,0.88
2201000,3.77386,1,0.88
2202000,3.77385,1,0.88
2203000,3.77383,1,0.88
2204000,3.77383,1,0.88
2205000,3.77383,1,0.88
2206000,3.77381,1,0.88
2207000,3.77384,1,0.88
2208000,3.77385,1,0.88
2209000,3.77384,1,0.88
2210000,3.77382,1,0.88
2211000,3.77381,1,0.88
2212000,3.77378,1,0.88
2213000,3.77377,1,0.88
2214000,3.77379,1,0.88
2215000,3.7738,1,0.88
2216000,3.77379,1,0.88
2217000,3.7738,1,0.88
2218000,3.77382,1,0.88
2219000,3.7738,1,0.88
2220000,3.77379,1,0.88
2221000,3.77378,1,0.88
2222000,3.77381,1,0.88
2223000,3.77383,1,0.88
2224000,3.77382,1,0.88
2225000,3.77383,1,0.88
2226000,3.77381,1,0.88
2227000,3.77383,1,0.88
2228000,3.77381,1,0.88
2229000,3.77381,1,0.88
2230000,3.77381,1,0.88
2231000,3.77382,1,0.88
2232000,3.77383,1,0.88
2233000,3.7738,1,0.88
2234000,3.77379,1,0.88
2235000,3.77381,1,0.88
2236000,3.7738,1,0.88
2237000,3.77379,1,0.88
2238000,3.77377,1,0.88
2239000,3.77375,1,0.88
2240000,3.77383,1,0.88
2241000,3.7738,1,0.88
2242000,3.77378,1,0.88
2243000,3.77379,1,0.88
2244000,3.77377,1,0.88
2245000,3.77377,1,0.88
2246000,3.77379,1,0.88
2247000,3.77376,1,0.88
2248000,3.77375,1,0.88
2249000,3.77375,1,0.88
2250000,3.77374,1,0.88
2251000,3.77373,1,0.88
2252000,3.77373,1,0.88
2253000,3.77375,1,0.88
2254000,3.77376,1,0.88
2255000,3.77374,1,0.88
2256000,3.77378,1,0.88
2257000,3.77381,1,0.88
2258000,3.77379,1,0.88
2259000,3.77378,1,0.88
2260000,3.77377,1,0.88
2261000,3.77373,1,0.88
2262000,3.77377,1,0.88
2263000,3.77378,1,0.88
2264000,3.77378,1,0.88
2265000,3.77378,1,0.88
2266000,3.77376,1,0.88
2267000,3.77374,1,0.88
2268000,3.77375,1,0.88
2269000,3.77374,1,0.88
2270000,3.77373,1,0.88
2271000,3.77373,1,0.88
2272000,3.77372,1,0.88
2273000,3.77371,1,0.88
2274000,3.7737,1,0.88
2275000,3.77368,1,0.88
2276000,3.77368,1,0.88
2277000,3.77365,1,0.88
2278000,3.77365,1,0.88
2279000,3.77366,1,0.88
2280000,3.77368,1,0.88
2281000,3.77367,1,0.88
2282000,3.77369,1,0.88
2283000,3.7737,1,0.88
2284000,3.77367,1,0.88
2285000,3.77365,1,0.88
2286000,3.77364,1,0.88
2287000,3.77364,1,0.88
2288000,3.77366,1,0.88
2289000,3.77367,1,0.88
2290000,3.77366,1,0.88
2291000,3.77366,1,0.88
2292000,3.77364,1,0.88
2293000,3.77364,1,0.88
2294000,3.77366,1,0.88
2295000,3.77367,1,0.88
2296000,3.77365,1,0.88
2297000,3.77365,1,0.88
2298000,3.77364,1,0.88
2299000,3.77361,1,0.88
2300000,3.7736,1,0.88
2301000,3.77361,1,0.88
2302000,3.7736,1,0.88
2303000,3.7736,1,0.88
2304000,3.7736,1,0.88
2305000,3.77361,1,0.88
2306000,3.77361,1,0.88
2307000,3.7736,1,0.88
2308000,3.77361,1,0.88
2309000,3.7736,1,0.88
2310000,3.77358,1,0.88
2311000,3.77358,1,0.88
2312000,3.77359,1,0.88
2313000,3.77359,1,0.88
2314000,3.7736,1,0.88
2315000,3.7736,1,0.88
2316000,3.77363,1,0.88
2317000,3.77361,1,0.88
2318000,3.77363,1,0.88
2319000,3.77365,1,0.88
2320000,3.77365,1,0.88
2321000,3.77369,1,0.88
2322000,3.77369,1,0.88
2323000,3.77368,1,0.88
2324000,3.77368,1,0.88
2325000,3.77367,1,0.88
2326000,3.77368,1,0.88
2327000,3.77368,1,0.88
2328000,3.77365,1,0.88
2329000,3.77363,1,0.88
2330000,3.77366,1,0.88
2331000,3.77366,1,0.88
2332000,3.77365,1,0.88
2333000,3.77365,1,0.88
2334000,3.77366,1,0.88
2335000,3.77364,1,0.88
2336000,3.77365,1,0.88
2337000,3.7737,1,0.88
2338000,3.7737,1,0.88
2339000,3.7737,1,0.88
2340000,3.7737,1,0.88
2341000,3.7737,1,0.88
2342000,3.77369,1,0.88
2343000,3.7737,1,0.88
2344000,3.77369,1,0.88
2345000,3.77368,1,0.88
2346000,3.77367,1,0.88
2347000,3.77368,1,0.88
2348000,3.77367,1,0.88
2349000,3.77365,1,0.88
2350000,3.77366,1,0.88
2351000,3.77365,1,0.88
2352000,3.77364,1,0.88
2353000,3.77364,1,0.88
2354000,3.77365,1,0.88
2355000,3.77363,1,0.88
2356000,3.77364,1,0.88
2357000,3.77362,1,0.88
2358000,3.77362,1,0.88
2359000,3.77363,1,0.88
2360000,3.77365,1,0.88
2361000,3.77366,1,0.88
2362000,3.77365,1,0.88
2363000,3.77364,1,0.88
2364000,3.77363,1,0.88
2365000,3.7736,1,0.88
2366000,3.77359,1,0.88
2367000,3.77358,1,0.88
2368000,3.77356,1,0.88
2369000,3.77355,1,0.88
2370000,3.77356,1,0.88
2371000,3.77355,1,0.88
2372000,3.77356,1,0.88
2373000,3.77353,1,0.88
2374000,3.77351,1,0.88
2375000,3.77352,1,0.88
2376000,3.7735,1,0.88
2377000,3.77348,1,0.88
2378000,3.77349,1,0.88
2379000,3.77349,1,0.88
2380000,3.77349,1,0.88
2381000,3.77348,1,0.88
2382000,3.77346,1,0.88
2383000,3.77346,1,0.88
2384000,3.77347,1,0.88
2385000,3.77347,1,0.88
2386000,3.77345,1,0.88
2387000,3.77344,1,0.88
2388000,3.77346,1,0.88
2389000,3.77344,1,0.88
2390000,3.77341,1,0.88
2391000,3.77339,1,0.88
2392000,3.77339,1,0.88
2393000,3.77336,1,0.88
2394000,3.77333,1,0.88
2395000,3.77331,1,0.88
2396000,3.77331,1,0.88
2397000,3.77334,1,0.88
2398000,3.77331,1,0.88
2399000,3.77333,1,0.88
2400000,3.77331,1,0.88
2401000,3.77331,1,0.88
2402000,3.77329,1,0.88
2403000,3.77328,1,0.88
2404000,3.77327,1,0.88
2405000,3.77329,1,0.88
2406000,3.7733,1,0.88
2407000,3.77329,1,0.88
2408000,3.77331,1,0.88
2409000,3.77332,1,0.88
2410000,3.77331,1,0.88
2411000,3.77332,1,0.88
2412000,3.77332,1,0.88
2413000,3.7733,1,0.88
2414000,3.77328,1,0.88
2415000,3.77326,1,0.88
2416000,3.77327,1,0.88
2417000,3.77325,1,0.88
2418000,3.77324,1,0.88
2419000,3.77325,1,0.88
2420000,3.77328,1,0.88
2421000,3.77329,1,0.88
2422000,3.77329,1,0.88
2423000,3.77327,1,0.88
2424000,3.77328,1,0.88
2425000,3.77331,1,0.88
2426000,3.77332,1,0.88
2427000,3.77332,1,0.88
2428000,3.77332,1,0.88
2429000,3.77335,1,0.88
2430000,3.77336,1,0.88
2431000,3.77336,1,0.88
2432000,3.77335,1,0.88
2433000,3.77335,1,0.88
2434000,3.77335,1,0.88
2435000,3.77336,1,0.88
2436000,3.77334,1,0.88
2437000,3.77334,1,0.88
2438000,3.77336,1,0.88
2439000,3.77337,1,0.88
2440000,3.77339,1,0.88
2441000,3.77341,1,0.88
2442000,3.77339,1,0.88
2443000,3.77339,1,0.88
2444000,3.77339,1,0.88
2445000,3.77338,1,0.88
2446000,3.77337,1,0.88
2447000,3.77338,1,0.88
2448000,3.77336,1,0.88
2449000,3.77336,1,0.88
2450000,3.77332,1,0.88
2451000,3.77331,1,0.88
2452000,3.7733,1,0.88
2453000,3.77334,1,0.88
2454000,3.77332,1,0.88
2455000,3.77331,1,0.88
2456000,3.77332,1,0.88
2457000,3.77335,1,0.88
2458000,3.77335,1,0.88
2459000,3.77333,1,0.88
2460000,3.77331,1,0.88
2461000,3.7733,1,0.88
2462000,3.77327,1,0.88
2463000,3.77329,1,0.88
2464000,3.77334,1,0.88
2465000,3.77335,1,0.88
2466000,3.77336,1,0.88
2467000,3.77338,1,0.88
2468000,3.77338,1,0.88
2469000,3.77337,1,0.88
2470000,3.7734,1,0.88
2471000,3.77342,1,0.88
2472000,3.77343,1,0.88
2473000,3.77341,1,0.88
2474000,3.77339,1,0.88
2475000,3.77336,1,0.88
2476000,3.77336,1,0.88
2477000,3.77334,1,0.88
2478000,3.77335,1,0.88
2479000,3.77334,1,0.88
2480000,3.77332,1,0.88
2481000,3.77334,1,0.88
2482000,3.77334,1,0.88
2483000,3.77335,1,0.88
2484000,3.77337,1,0.88
2485000,3.77336,1,0.88
2486000,3.77336,1,0.88
2487000,3.77335,1,0.88
2488000,3.77335,1,0.88
2489000,3.77334,1,0.88
2490000,3.77333,1,0.88
2491000,3.77332,1,0.88
2492000,3.77333,1,0.88
2493000,3.77334,1,0.88
2494000,3.77333,1,0.88
2495000,3.77333,1,0.88
2496000,3.77332,1,0.88
2497000,3.7733,1,0.88
2498000,3.77331,1,0.88
2499000,3.77331,1,0.88
2500000,3.77334,1,0.88
2501000,3.77334,1,0.88
2502000,3.77333,1,0.88
2503000,3.77334,1,0.88
2504000,3.77333,1,0.88
2505000,3.77331,1,0.88
2506000,3.7733,1,0.88
2507000,3.77333,1,0.88
2508000,3.77331,1,0.88
2509000,3.77333,1,0.88
2510000,3.77332,1,0.88
2511000,3.77331,1,0.88
2512000,3.77336,1,0.88
2513000,3.77335,1,0.88
2514000,3.77337,1,0.88
2515000,3.77338,1,0.88
2516000,3.7734,1,0.88
2517000,3.7734,1,0.88
2518000,3.77343,1,0.88
2519000,3.77345,1,0.88
2520000,3.77344,1,0.88
2521000,3.77345,1,0.88
2522000,3.77343,1,0.88
2523000,3.77341,1,0.88
2524000,3.77341,1,0.88
2525000,3.77341,1,0.88
2526000,3.77341,1,0.88
2527000,3.77341,1,0.88
2528000,3.77341,1,0.88
2529000,3.7734,1,0.88
2530000,3.77339,1,0.88
2531000,3.77336,1,0.88
2532000,3.77334,1,0.88
2533000,3.77332,1,0.88
2534000,3.77333,1,0.88
2535000,3.77332,1,0.88
2536000,3.77332,1,0.88
2537000,3.77333,1,0.88
2538000,3.77335,1,0.88
2539000,3.77334,1,0.88
2540000,3.77333,1,0.88
2541000,3.77333,1,0.88
2542000,3.77334,1,0.88
2543000,3.77335,1,0.88
2544000,3.77336,1,0.88
2545000,3.77336,1,0.88
2546000,3.77337,1,0.88
2547000,3.77336,1,0.88
2548000,3.77335,1,0.88
2549000,3.77334,1,0.88
2550000,3.77332,1,0.88
2551000,3.77334,1,0.88
2552000,3.77331,1,0.88
2553000,3.77334,1,0.88
2554000,3.77336,1,0.88
2555000,3.77334,1,0.88
2556000,3.77333,1,0.88
2557000,3.77332,1,0.88
2558000,3.77329,1,0.88
2559000,3.77329,1,0.88
2560000,3.7733,1,0.88
2561000,3.77329,1,0.88
2562000,3.77328,1,0.88
2563000,3.77328,1,0.88
2564000,3.77329,1,0.88
2565000,3.77329,1,0.88
2566000,3.7733,1,0.88
2567000,3.77329,1,0.88
2568000,3.77326,1,0.88
2569000,3.77327,1,0.88
2570000,3.77326,1,0.88
2571000,3.77325,1,0.88
2572000,3.77327,1,0.88
2573000,3.77327,1,0.88
2574000,3.77326,1,0.88
2575000,3.77329,1,0.88
2576000,3.77327,1,0.88
2577000,3.77325,1,0.88
2578000,3.77323,1,0.88
2579000,3.77323,1,0.88
2580000,3.77322,1,0.88
2581000,3.7732,1,0.88
2582000,3.77322,1,0.88
2583000,3.77322,1,0.88
2584000,3.77323,1,0.88
2585000,3.7732,1,0.88
2586000,3.77323,1,0.88
2587000,3.77322,1,0.88
2588000,3.77321,1,0.88
2589000,3.77321,1,0.88
2590000,3.77321,1,0.88
2591000,3.77323,1,0.88
2592000,3.77322,1,0.88
2593000,3.77321,1,0.88
2594000,3.77323,1,0.88
2595000,3.77325,1,0.88
2596000,3.77324,1,0.88
2597000,3.77326,1,0.88
2598000,3.77324,1,0.88
2599000,3.77322,1,0.88
2600000,3.77323,1,0.88
2601000,3.77321,1,0.88
2602000,3.77324,1,0.88
2603000,3.77323,1,0.88
2604000,3.77327,1,0.88
2605000,3.7733,1,0.88
2606000,3.77331,1,0.88
2607000,3.77329,1,0.88
2608000,3.77328,1,0.88
2609000,3.7733,1,0.88
2610000,3.77332,1,0.88
2611000,3.77332,1,0.88
2612000,3.7733,1,0.88
2613000,3.7733,1,0.88
2614000,3.77329,1,0.88
2615000,3.77329,1,0.88
2616000,3.77331,1,0.88
2617000,3.77332,1,0.88
2618000,3.77329,1,0.88
2619000,3.7733,1,0.88
2620000,3.77329,1,0.88
2621000,3.77326,1,0.88
2622000,3.77325,1,0.88
2623000,3.77326,1,0.88
2624000,3.77327,1,0.88
2625000,3.77327,1,0.88
2626000,3.77328,1,0.88
2627000,3.77326,1,0.88
2628000,3.77327,1,0.88
2629000,3.77326,1,0.88
2630000,3.77327,1,0.88
2631000,3.77324,1,0.88
2632000,3.77326,1,0.88
2633000,3.77328,1,0.88
2634000,3.77328,1,0.88
2635000,3.77329,1,0.88
2636000,3.77329,1,0.88
2637000,3.77329,1,0.88
2638000,3.77329,1,0.88
2639000,3.77331,1,0.88
2640000,3.77331,1,0.88
2641000,3.77331,1,0.88
2642000,3.77331,1,0.88
2643000,3.7733,1,0.88
2644000,3.77329,1,0.88
2645000,3.7733,1,0.88
2646000,3.77328,1,0.88
2647000,3.7733,1,0.88
2648000,3.77328,1,0.88
2649000,3.77327,1,0.88
2650000,3.77324,1,0.88
2651000,3.77322,1,0.88
2652000,3.77321,1,0.88
2653000,3.77323,1,0.88
2654000,3.77323,1,0.88
2655000,3.77322,1,0.88
2656000,3.77323,1,0.88
2657000,3.77324,1,0.88
2658000,3.77326,1,0.88
2659000,3.77325,1,0.88
2660000,3.77329,1,0.88
2661000,3.77329,1,0.88
2662000,3.7733,1,0.88
2663000,3.7733,1,0.88
2664000,3.77332,1,0.88
2665000,3.77332,1,0.88
2666000,3.77331,1,0.88
2667000,3.77331,1,0.88
2668000,3.77329,1,0.88
2669000,3.77329,1,0.88
2670000,3.77327,1,0.88
2671000,3.77329,1,0.88
2672000,3.77329,1,0.88
2673000,3.77326,1,0.88
2674000,3.77326,1,0.88
2675000,3.77328,1,0.88
2676000,3.77327,1,0.88
2677000,3.77327,1,0.88
2678000,3.7733,1,0.88
2679000,3.77329,1,0.88
2680000,3.77327,1,0.88
2681000,3.77327,1,0.88
2682000,3.77327,1,0.88
2683000,3.77325,1,0.88
2684000,3.77324,1,0.88
2685000,3.77324,1,0.88
2686000,3.77325,1,0.88
2687000,3.77327,1,0.88
2688000,3.77325,1,0.88
2689000,3.77326,1,0.88
2690000,3.77328,1,0.88
2691000,3.77331,1,0.88
2692000,3.77329,1,0.88
2693000,3.77327,1,0.88
2694000,3.77327,1,0.88
2695000,3.77326,1,0.88
2696000,3.77326,1,0.88
2697000,3.77328,1,0.88
2698000,3.77326,1,0.88
2699000,3.77329,1,0.88
2700000,3.7733,1,0.88
2701000,3.77333,1,0.88
2702000,3.77334,1,0.88
2703000,3.77332,1,0.88
2704000,3.77332,1,0.88
2705000,3.77331,1,0.88
2706000,3.77329,1,0.88
2707000,3.7733,1,0.88
2708000,3.77329,1,0.88
2709000,3.77329,1,0.88
2710000,3.77329,1,0.88
2711000,3.77329,1,0.88
2712000,3.77328,1,0.88
2713000,3.77325,1,0.88
2714000,3.77323,1,0.88
2715000,3.77324,1,0.88
2716000,3.77324,1,0.88
2717000,3.77322,1,0.88
2718000,3.77319,1,0.88
2719000,3.77318,1,0.88
2720000,3.77317,1,0.88
2721000,3.77317,1,0.88
2722000,3.77317,1,0.88
2723000,3.77316,1,0.88
2724000,3.77316,1,0.88
2725000,3.77314,1,0.88
2726000,3.77314,1,0.88
2727000,3.77313,1,0.88
2728000,3.7731,1,0.88
2729000,3.77308,1,0.88
2730000,3.77311,1,0.88
2731000,3.77309,1,0.88
2732000,3.7731,1,0.88
2733000,3.77308,1,0.88
2734000,3.7731,1,0.88
2735000,3.77309,1,0.88
2736000,3.7731,1,0.88
2737000,3.77308,1,0.88
2738000,3.77307,1,0.88
2739000,3.77306,1,0.88
2740000,3.77306,1,0.88
2741000,3.77304,1,0.88
2742000,3.77304,1,0.88
2743000,3.77304,1,0.88
2744000,3.77303,1,0.88
2745000,3.77302,1,0.88
2746000,3.77301,1,0.88
2747000,3.77305,1,0.88
2748000,3.77304,1,0.88
2749000,3.77302,1,0.88
2750000,3.77304,1,0.88
2751000,3.77302,1,0.88
2752000,3.773,1,0.88
2753000,3.77299,1,0.88
2754000,3.77298,1,0.88
2755000,3.77295,1,0.88
2756000,3.77294,1,0.88
2757000,3.77293,1,0.88
2758000,3.77294,1,0.88
2759000,3.77291,1,0.88
2760000,3.77292,1,0.88
2761000,3.77291,1,0.88
2762000,3.7729,1,0.88
2763000,3.77289,1,0.88
2764000,3.77287,1,0.88
2765000,3.77287,1,0.88
2766000,3.77287,1,0.88
2767000,3.77287,1,0.88
2768000,3.77286,1,0.88
2769000,3.77285,1,0.88
2770000,3.77285,1,0.88
2771000,3.77283,1,0.88
2772000,3.77282,1,0.88
2773000,3.77284,1,0.88
2774000,3.77288,1,0.88
2775000,3.77288,1,0.88
2776000,3.77287,1,0.88
2777000,3.77286,1,0.88
2778000,3.77287,1,0.88
2779000,3.77286,1,0.88
2780000,3.77285,1,0.88
2781000,3.77284,1,0.88
2782000,3.77284,1,0.88
2783000,3.77282,1,0.88
2784000,3.77282,1,0.88
2785000,3.77284,1,0.88
2786000,3.77285,1,0.88
2787000,3.77286,1,0.88
2788000,3.77285,1,0.88
2789000,3.77286,1,0.88
2790000,3.77285,1,0.88
2791000,3.77287,1,0.88
2792000,3.77287,1,0.88
2793000,3.77289,1,0.88
2794000,3.77287,1,0.88
2795000,3.77287,1,0.88
2796000,3.77287,1,0.88
2797000,3.77288,1,0.88
2798000,3.77287,1,0.88
2799000,3.77286,1,0.88
2800000,3.77286,1,0.88
2801000,3.77285,1,0.88
2802000,3.77286,1,0.88
2803000,3.77286,1,0.88
2804000,3.77287,1,0.88
2805000,3.77287,1,0.88
2806000,3.77286,1,0.88
2807000,3.77284,1,0.88
2808000,3.77285,1,0.88
2809000,3.77285,1,0.88
2810000,3.77284,1,0.88
2811000,3.77285,1,0.88
2812000,3.77287,1,0.88
2813000,3.77286,1,0.88
2814000,3.77286,1,0.88
2815000,3.77286,1,0.88
2816000,3.77285,1,0.88
2817000,3.77285,1,0.88
2818000,3.77283,1,0.88
2819000,3.77283,1,0.88
2820000,3.77283,1,0.88
2821000,3.77282,1,0.88
2822000,3.77281,1,0.88
2823000,3.77279,1,0.88
2824000,3.77279,1,0.88
2825000,3.77278,1,0.88
2826000,3.77277,1,0.88
2827000,3.77274,1,0.88
2828000,3.77273,1,0.88
2829000,3.77274,1,0.88
2830000,3.77275,1,0.88
2831000,3.77277,1,0.88
2832000,3.77275,1,0.88
2833000,3.77275,1,0.88
2834000,3.77277,1,0.88
2835000,3.7728,1,0.88
2836000,3.7728,1,0.88
2837000,3.7728,1,0.88
2838000,3.77279,1,0.88
2839000,3.77277,1,0.88
2840000,3.77276,1,0.88
2841000,3.77275,1,0.88
2842000,3.77276,1,0.88
2843000,3.77273,1,0.88
2844000,3.77272,1,0.88
2845000,3.77274,1,0.88
2846000,3.77272,1,0.88
2847000,3.77272,1,0.88
2848000,3.77271,1,0.88
2849000,3.77274,1,0.88
2850000,3.77274,1,0.88
2851000,3.77274,1,0.88
2852000,3.77274,1,0.88
2853000,3.77272,1,0.88
2854000,3.77272,1,0.88
2855000,3.77273,1,0.88
2856000,3.77275,1,0.88
2857000,3.77276,1,0.88
2858000,3.77276,1,0.88
2859000,3.77276,1,0.88
2860000,3.77279,1,0.88
2861000,3.77278,1,0.88
