0.01,0.45,0.1,0.085611091,0.012851806,31.399861
0.01,0.65,0.1,0.081870059,0.0085874276,26.503173
0.01,0.65,0.1,0.081870059,0.0085874276,26.503173
0.01,0.65,0.07,0.080802973,0.0060296998,29.584193
0.01,0.75,0.07,0.080173649,0.004701491,27.676936
0.01,0.75,0.06,0.079879255,0.0038197058,29.169523
0.01,0.85,0.06,0.079722678,0.0032636534,27.486707
0.01,0.85,0.05,0.079418027,0.0022414792,29.323671
0.01,0.89,0.05,0.079362686,0.0019906303,28.704954
0.01,0.89,0.05,0.079362686,0.0019906303,28.704954
0.01,0.88999999,0.05,0.079360203,0.0019899277,28.687211
0.01,0.88999999,0.05,0.079360203,0.0019899277,28.687211
0.01,0.88999999,0.05,0.079359491,0.0019906813,28.69477
0.01,0.88999999,0.05,0.079359491,0.0019906813,28.69477
0.01,0.88999999,0.05,0.079359486,0.0019955233,28.703834
0.01,0.88999999,0.05,0.079359486,0.0019955233,28.703834
0.01,0.88999999,0.05,0.07936291,0.0019858394,28.692883
