n: 10000 ellapsed time: 0.002151
x: accurate_solution: approximate_solution relative_error:
0 0 0 nan
9.999000099990002e-05 0.0008994148150981429 0.0008994147401648649 8.331336859162547e-08
0.0001999800019998 0.001797830829283531 0.00179783067950016 8.33133841976044e-08
0.0002999700029997 0.002695249040758019 0.002695248816207712 8.331337986666889e-08
0.0003999600039996001 0.003591670446726036 0.003591670147491741 8.331340509469463e-08
0.0004999500049995 0.004487096043394923 0.004487095669559864 8.331336231273228e-08
0.0005999400059994001 0.005381526825977256 0.005381526377624087 8.331337633229658e-08
0.0006999300069993001 0.006274963788690302 0.006274963265901799 8.331338955846369e-08
0.0007999200079992001 0.007167407924757674 0.007167407327616772 8.331336908664558e-08
0.0008999100089991002 0.008058860226411002 0.008058859555000146 8.33133764414588e-08
0.0009999000099990001 0.008949321684889489 0.008949320939291426 8.331336035400499e-08
0.0010998900109989 0.00983879329044246 0.009838792470739474 8.331336596326027e-08
0.0011998800119988 0.01072727603232904 0.01072727513860349 8.331337242847968e-08
0.0012998700129987 0.01161477089881957 0.01161476993115402 8.331335648498533e-08
0.0013998600139986 0.01250127887719754 0.01250127783567392 8.33133655830087e-08
0.0014998500149985 0.01338680095375877 0.01338679983845937 8.331336243527095e-08
0.0015998400159984 0.01427133811381387 0.01427133692482083 8.331335390057781e-08
0.0016998300169983 0.0151548913416889 0.01515489007908404 8.331335645655144e-08
0.0017998200179982 0.01603746162072583 0.01603746028459102 8.331336024171191e-08
0.0018998100189981 0.01691904993328375 0.01691904852370102 8.331334976885361e-08
0.001999800019998 0.01779965726074062 0.01779965577779155 8.331334984963223e-08
0.0020997900209979 0.01867928458349311 0.01867928302725929 8.331335220409774e-08
0.0021997800219978 0.01955793288095797 0.01955793125152113 8.331334649970026e-08
0.002299770022997701 0.02043560313157367 0.02043560142901515 8.331334812180745e-08
0.0023997600239976 0.02131229631280029 0.02131229453720154 8.331334762350434e-08
0.0024997500249975 0.0221880134011212 0.02218801155256365 8.331334205858913e-08
0.002599740025997401 0.02306275537204405 0.02306275345060891 8.331333840823831e-08
0.0026997300269973 0.02393652320010153 0.02393652120586984 8.331334002744855e-08
0.0027997200279972 0.02480931785885199 0.024809315791905 8.331333414023801e-08
0.002899710028997101 0.02568114032088142 0.0256811381813 8.331333429751871e-08
0.002999700029997001 0.02655199155780319 0.02655198934566841 8.331332783926464e-08
0.0030996900309969 0.02742187254026029 0.02742187025565281 8.33133288938049e-08
0.0031996800319968 0.02829078423792508 0.02829078188092569 8.331332814880353e-08
0.003299670032996701 0.02915872761950089 0.02915872519019046 8.331332073653694e-08
0.0033996600339966 0.0300257036527235 0.03002570115118241 8.331332107280515e-08
0.0034996500349965 0.03089171330436091 0.03089171073066967 8.331332163015097e-08
0.003599640035996401 0.03175675754021501 0.03175675489445418 8.331331778101105e-08
0.003699630036996301 0.03262083732512278 0.03262083460737265 8.331331602631321e-08
0.0037996200379962 0.03348395362295675 0.03348395083329755 8.331331567056773e-08
0.003899610038996101 0.03434610739662591 0.03434610453513806 8.331330881777998e-08
0.003999600039996 0.03520729960807767 0.03520729667484102 8.331330963239779e-08
0.0040995900409959 0.0360675312182972 0.03606752821339187 8.331330784239269e-08
0.004199580041995801 0.03692680318730968 0.03692680011081569 8.331330428231079e-08
0.004299570042995701 0.03778511647418092 0.03778511332617807 8.331330283448363e-08
0.004399560043995601 0.03864247203701809 0.03864246881758614 8.331330219020365e-08
0.004499550044995501 0.03949887083297066 0.03949886754218949 8.331329729177924e-08
0.004599540045995401 0.04035431381823196 0.0403543104561811 8.331329503306462e-08
0.0046995300469953 0.04120880194803933 0.04120879851479839 8.331329180282021e-08
0.004799520047995201 0.04206233617667565 0.04206233267232406 8.331328956411684e-08
0.004899510048995101 0.04291491745747011 0.04291491388208714 8.33132902874375e-08
0.004999500049995001 0.04376654674279867 0.0437665430964639 8.33132848523497e-08
0.005099490050994901 0.04461722498408638 0.04461722126687877 8.331328567589066e-08
0.005199480051994801 0.04546695313180649 0.04546694934380537 8.33132827292505e-08
0.005299470052994701 0.0463157321354829 0.04631572827676737 8.331327930589216e-08
0.0053994600539946 0.04716356294369051 0.04716355901433953 8.331327684531733e-08
0.005499450054994501 0.04801044650405617 0.04801044250414856 8.3313276542519e-08
0.005599440055994401 0.0488563837632594 0.04885637969287417 8.331327297824157e-08
0.005699430056994301 0.04970137566703414 0.0497013715262499 8.331327227253675e-08
