n: 100 ellapsed time: 0.000298
x: accurate_solution: approximate_solution relative_error:
0 0 0 nan
0.009900990099009901 0.08436571908688639 0.08429683337022682 0.0008165131217411397
0.0198019801980198 0.1598453104594062 0.1597147946659672 0.0008165131217415134
0.0297029702970297 0.2272764361402461 0.2270908619478748 0.0008165131217418035
0.0396039603960396 0.2874177948863368 0.2871831144853899 0.0008165131217422948
0.04950495049504951 0.3409565657605679 0.3406781702506801 0.0008165131217424024
0.0594059405940594 0.388515150025839 0.3881979223078471 0.0008165131217426689
0.06930693069306931 0.4306572775059753 0.4303056401879174 0.0008165131217432978
0.07920792079207921 0.4678935373228382 0.4675114961100351 0.0008165131217435611
0.0891089108910891 0.5006863872715379 0.5002775702664523 0.0008165131217437026
0.09900990099009901 0.5294546909805786 0.5290223842780241 0.0008165131217440121
0.1089108910891089 0.5545778273708888 0.5541250072978121 0.0008165131217441204
0.1188118811881188 0.576399412731519 0.5759287750476578 0.000816513121744537
0.1287128712871287 0.5952306719291851 0.5947446582750898 0.0008165131217450209
0.1386138613861386 0.6113534918264978 0.6108543136783967 0.0008165131217451896
0.1485148514851485 0.6250231868658764 0.6245128472324051 0.0008165131217457871
0.1584158415841584 0.6364710039522103 0.6359513170258723 0.0008165131217463944
0.1683168316831683 0.6459063912096021 0.6453790001657594 0.0008165131217466968
0.1782178217821782 0.653519052870898 0.6529854459889172 0.0008165131217470403
0.1881188118811881 0.6594808104604679 0.6589423357251862 0.0008165131217475483
0.198019801980198 0.6639472885302466 0.6634051668570128 0.0008165131217478679
0.2079207920792079 0.6670594414877434 0.6665147787007828 0.0008165131217480032
0.2178217821782178 0.6689449364956861 0.6683987341773103 0.0008165131217482325
0.2277227722772277 0.6697194060108879 0.6691725713279904 0.0008165131217485167
0.2376237623762376 0.6694875822509602 0.6689409368552047 0.0008165131217482812
0.2475247524752475 0.6683443247190926 0.6677986128081133 0.0008165131217485252
0.2574257425742574 0.666375550867913 0.665831446486617 0.000816513121748506
0.2673267326732673 0.6636590790331496 0.6631171926867514 0.0008165131217486325
0.2772277227722773 0.6602653919070858 0.6597262765507571 0.0008165131217486762
0.2871287128712871 0.6562583280422322 0.6557224845061287 0.0008165131217488978
0.297029702970297 0.65169570816953 0.651163590072422 0.000816513121749217
0.3069306930693069 0.6466299024758827 0.6461019206755958 0.0008165131217491061
0.3168316831683168 0.6411083444065557 0.640584871030885 0.0008165131217489741
0.3267326732673267 0.6351739960333455 0.6346553681309904 0.0008165131217490692
0.3366336633663367 0.6288657695542317 0.6283522924015719 0.0008165131217490011
0.3465346534653466 0.6222189090598349 0.6217108591559872 0.0008165131217489532
0.3564356435643564 0.6152653363121767 0.6147629640917207 0.000816513121748694
0.3663366336633663 0.6080339639281709 0.6075374962181546 0.000816513121748859
0.3762376237623762 0.6005509790404763 0.6000606212858107 0.0008165131217486529
0.3861386138613861 0.5928401002187054 0.592356038497778 0.0008165131217487366
0.3960396039603961 0.5849228101716274 0.5844452130219121 0.0008165131217487586
0.405940594059406 0.576818566513408 0.5763475865849819 0.0008165131217481432
0.4158415841584158 0.5685449926617042 0.5680807682148917 0.0008165131217481533
0.4257425742574257 0.5601180507405065 0.5596607070023489 0.0008165131217479973
0.4356435643564356 0.5515521981840806 0.5511018485769346 0.0008165131217476681
0.4455445544554456 0.5428605295784397 0.5424172768327601 0.000816513121747474
0.4554455445544555 0.5340549051319512 0.5336188422941774 0.0008165131217473121
0.4653465346534654 0.5251460670355005 0.5247172783809322 0.0008165131217469731
0.4752475247524752 0.5161437448538176 0.515722306713437 0.0008165131217467483
0.4851485148514851 0.5070567509819575 0.5066427324913104 0.0008165131217467431
0.495049504950495 0.4978930671034538 0.4974865308809371 0.0008165131217467089
0.504950495049505 0.4886599224983877 0.4882609252595961 0.0008165131217464853
0.5148514851485149 0.4793638649696471 0.4789724580838085 0.0008165131217461433
0.5247524752475248 0.4700108250832325 0.4696270550771895 0.0008165131217457481
0.5346534653465347 0.4606061743528697 0.4602300833675535 0.0008165131217455953
0.5445544554455446 0.4511547779397765 0.4507864041436505 0.000816513121745436
0.5544554455445545 0.4416610423846203 0.4413004203481495 0.0008165131217452964
0.5643564356435644 0.4321289588399615 0.4317761198747826 0.0008165131217450327
0.5742574257425742 0.422562142227337 0.4222171146934556 0.0008165131217453294
0.5841584158415841 0.4129638667031508 0.412626676287181 0.0008165131217453042
0.594059405940594 0.4033370977813298 0.4030077677485047 0.0008165131217452248
0.6039603960396039 0.3936845214278945 0.3933630728503206 0.0008165131217454029
0.6138613861386139 0.3840085704128952 0.3836950223762903 0.0008165131217454152
0.6237623762376238 0.3743114481782488 0.3740058179691917 0.0008165131217455141
0.6336633663366337 0.3645951504556446 0.3642974537311726 0.000816513121746015
0.6435643564356436 0.3548614848466096 0.35457173578783 0.0008165131217460467
0.6534653465346535 0.3451120885568363 0.3448303000080565 0.0008165131217461028
0.6633663366336634 0.3353484444587604 0.3350746280535026 0.0008165131217463638
0.6732673267326733 0.325571895639979 0.3253060619151171 0.00081651312174638
0.6831683168316832 0.3157836585802452 0.3155258170793813 0.0008165131217464995
0.6930693069306931 0.305984835086316 0.3057349944534126 0.0008165131217464402
0.7029702970297029 0.2961764231017465 0.2959345911659317 0.0008165131217472089
0.7128712871287128 0.2863593264976849 0.2861255103500649 0.0008165131217471117
0.7227722772277227 0.2765343639407278 0.2763085700039562 0.0008165131217470514
0.7326732673267327 0.2667022769248335 0.2664845110161245 0.0008165131217473924
0.7425742574257426 0.2568637370460982 0.2566540044342989 0.0008165131217475072
0.7524752475247525 0.247019352591766 0.2468176580490493 0.0008165131217473295
0.7623762376237624 0.2371696745081182 0.2369760223568017 0.0008165131217476747
0.7722772277227723 0.2273152018057902 0.227129595960743 0.0008165131217477982
0.7821782178217822 0.2174563864555517 0.2172788304626029 0.0008165131217478536
0.7920792079207921 0.2075936378225784 0.2074241348933048 0.0008165131217483907
0.801980198019802 0.1977273266827219 0.1975658797259573 0.0008165131217481295
0.8118811881188119 0.1878577888601812 0.1877044005105543 0.0008165131217480632
0.8217821782178218 0.177985328522264 0.177840001166047 0.0008165131217479964
0.8316831683168316 0.1681102211635641 0.1679729569620839 0.00081651312174909
0.8415841584158416 0.1582327163088295 0.1581035172196734 0.0008165131217490308
0.8514851485148515 0.1483530399610442 0.1482319077572647 0.0008165131217486155
0.8613861386138614 0.1384713968187361 0.1383583331062467 0.0008165131217493042
0.8712871287128713 0.1285879722842683 0.128482978517599 0.0008165131217491866
0.8811881188118812 0.1187029342828167 0.1186060117793846 0.0008165131217489036
0.8910891089108911 0.1088164349098791 0.1087275848629132 0.0008165131217495188
0.900990099009901 0.09892861192347935 0.09884783541372741 0.0008165131217490431
0.9108910891089109 0.08903959009570787 0.08896688810203962 0.0008165131217484999
0.9207920792079208 0.07914948243685685 0.07908485584586748 0.000816513121749393
0.9306930693069307 0.06925839130416056 0.06920184091886949 0.0008165131217488764
0.9405940594059407 0.05936640940602001 0.05931793595374892 0.0008165131217481629
0.9504950495049505 0.04947362071156199 0.04943322485107055 0.0008165131217493468
0.9603960396039604 0.03958010127445757 0.03954778360240674 0.000816513121751014
0.9702970297029703 0.0296859199790827 0.02966168103588856 0.0008165131217500723
0.9801980198019802 0.01979113921634109 0.0197749794914766 0.0008165131217482853
0.9900990099009901 0.009895815495779304 0.009887735432576542 0.0008165131217540963
1 5.888573049311896e-18 0 1
