n: 10 ellapsed time: 0.000271
x: accurate_solution: approximate_solution relative_error:
0 0 0 nan
0.09090909090909091 0.5062047148281181 0.4727368193717274 0.06611533728553824
0.1818181818181818 0.6558694615326541 0.6125064308681384 0.06611533728553819
0.2727272727272727 0.6618877058418932 0.6181267769250054 0.06611533728553806
0.3636363636363636 0.6100321646145559 0.5696996822960375 0.0661153372855383
0.4545454545454546 0.5348598353242789 0.4994973969113268 0.06611533728553819
0.5454545454545454 0.4502933977942979 0.4205220979216768 0.06611533728553827
0.6363636363636364 0.3619421649751428 0.3380122366599533 0.06611533728553819
0.7272727272727273 0.2720660747650104 0.2540783344679693 0.06611533728553809
0.8181818181818182 0.1815756342703413 0.1695706999677221 0.06611533728553837
0.9090909090909092 0.0908376779920035 0.08483191427332712 0.06611533728553774
1 5.888573049311896e-18 0 1
