n: 1000 ellapsed time: 0.000486
x: accurate_solution: approximate_solution relative_error:
0 0 0 nan
0.000999000999000999 0.008941319949272608 0.008941245587442855 8.316650133845395e-06
0.001998001998001998 0.0177838308196665 0.01778368291776757 8.316650131755236e-06
0.002997002997002997 0.02652851480065699 0.02652829417228084 8.31665013312221e-06
0.003996003996003996 0.03517634431848504 0.03517605176913647 8.316650130661855e-06
0.004995004995004995 0.04372828213320723 0.04372791846038384 8.316650132348352e-06
0.005994005994005994 0.0521852814347793 0.05218484742805163 8.316650130746108e-06
0.006993006993006993 0.06054828593818662 0.06054778237927646 8.316650130677676e-06
0.007992007992007992 0.06881822997762721 0.06881765764048592 8.316650130022416e-06
0.008991008991008992 0.0769960385997599 0.07699539825064543 8.316650130512525e-06
0.00999000999000999 0.08508262765602448 0.08508192005357818 8.316650129383283e-06
0.01098901098901099 0.09307890389404549 0.0930781297893673 8.31665013022617e-06
0.01198801198801199 0.1009857650481256 0.1009849251848497 8.316650129519094e-06
0.01298701298701299 0.1088040999288418 0.1088031950432099 8.316650130474956e-06
0.01398601398601399 0.1165347885117481 0.1165338193326841 8.316650129925374e-06
0.01498501498501498 0.1241787020252 0.1241776692743816 8.3166501301831e-06
0.01598401598401598 0.1317367030373021 0.1317356074292337 8.316650129536868e-06
0.01698301698301698 0.1392096455419952 0.1392084877840785 8.316650130265193e-06
0.01798201798201798 0.1465983750442842 0.1465971558368893 8.31665012985135e-06
0.01898101898101898 0.1539037286446218 0.1539024486811569 8.316650130107811e-06
0.01998001998001998 0.161126535122451 0.1611251950894317 8.316650129985999e-06
0.02097902097902098 0.1682676150189193 0.1682662155960369 8.316650130186607e-06
0.02197802197802198 0.1753277807187685 0.1753263225789582 8.31665013018452e-06
0.02297702297702298 0.1823078365314126 0.1823063203409202 8.316650130096525e-06
0.02397602397602398 0.1892085787712082 0.1892070051896569 8.316650130701063e-06
0.02497502497502498 0.1960307958369275 0.1960291655173839 8.316650129810353e-06
0.02597402597402598 0.2027752682904422 0.2027735818794808 8.316650130079139e-06
0.02697302697302697 0.2094427689346233 0.2094410270723919 8.316650129699206e-06
0.02797202797202797 0.2160340628904688 0.2160322662107515 8.31665013027018e-06
0.02897102897102897 0.2225499076734624 0.2225480568037439 8.316650129699497e-06
0.02997002997002997 0.2289910532691759 0.2289891488307031 8.316650129556574e-06
